game,league,season,team_name,player,jersey_number,pos,match_name
2022-10-23 Villarreal-Almería,ESP-La Liga,2223,Almería,Alejandro Pozo Pozo,17,RB,Villarreal-Almería
2022-10-29 Almería-Celta Vigo,ESP-La Liga,2223,Almería,Íñigo Eguaras,4,CM,Almería-Celta de Vigo
2022-10-29 Almería-Celta Vigo,ESP-La Liga,2223,Almería,Srđan Babić,22,CB,Almería-Celta de Vigo
2022-10-29 Almería-Celta Vigo,ESP-La Liga,2223,Almería,Sergio Akieme,15,LB,Almería-Celta de Vigo
2022-10-29 Almería-Celta Vigo,ESP-La Liga,2223,Almería,Rodrigo Ely,19,CB,Almería-Celta de Vigo
2022-10-29 Almería-Celta Vigo,ESP-La Liga,2223,Almería,Léo Baptistão,12,RM,Almería-Celta de Vigo
2022-10-29 Almería-Celta Vigo,ESP-La Liga,2223,Almería,Lázaro,14,LM,Almería-Celta de Vigo
2022-10-29 Almería-Celta Vigo,ESP-La Liga,2223,Almería,Lucas Robertone,5,CM,Almería-Celta de Vigo
2022-10-29 Almería-Celta Vigo,ESP-La Liga,2223,Almería,Largie Ramazani,7,RM,Almería-Celta de Vigo
2022-10-29 Almería-Celta Vigo,ESP-La Liga,2223,Almería,Houboulang Mendes,24,RB,Almería-Celta de Vigo
2023-04-22 Almería-Athletic Club,ESP-La Liga,2223,Almería,Álex Centelles,20,LB,Almería-Athletic Club
2022-10-29 Almería-Celta Vigo,ESP-La Liga,2223,Almería,Gonzalo Melero,3,CM,Almería-Celta de Vigo
2022-10-29 Almería-Celta Vigo,ESP-La Liga,2223,Almería,El Bilal Touré,9,FW,Almería-Celta de Vigo
2022-10-29 Almería-Celta Vigo,ESP-La Liga,2223,Almería,Dyego Sousa,11,FW,Almería-Celta de Vigo
2022-10-29 Almería-Celta Vigo,ESP-La Liga,2223,Almería,César de la Hoz,6,DM,Almería-Celta de Vigo
2022-10-29 Almería-Celta Vigo,ESP-La Liga,2223,Almería,Alejandro Pozo Pozo,17,RB,Almería-Celta de Vigo
2022-10-29 Almería-Celta Vigo,ESP-La Liga,2223,Almería,Adri Embarba,10,LM,Almería-Celta de Vigo
2022-10-23 Villarreal-Almería,ESP-La Liga,2223,Almería,Íñigo Eguaras,4,CM,Villarreal-Almería
2022-10-23 Villarreal-Almería,ESP-La Liga,2223,Almería,Sergio Akieme,15,LB,Villarreal-Almería
2022-10-23 Villarreal-Almería,ESP-La Liga,2223,Almería,Rodrigo Ely,19,CB,Villarreal-Almería
2022-10-23 Villarreal-Almería,ESP-La Liga,2223,Almería,Léo Baptistão,12,FW,Villarreal-Almería
2022-10-29 Almería-Celta Vigo,ESP-La Liga,2223,Almería,Fernando,13,GK,Almería-Celta de Vigo
2023-04-22 Almería-Athletic Club,ESP-La Liga,2223,Almería,Srđan Babić,22,CB,Almería-Athletic Club
2023-04-22 Almería-Athletic Club,ESP-La Liga,2223,Almería,Samu Costa,23,DM,Almería-Athletic Club
2023-04-22 Almería-Athletic Club,ESP-La Liga,2223,Almería,Rodrigo Ely,19,CB,Almería-Athletic Club
2022-08-22 Elche-Almería,ESP-La Liga,2223,Almería,Largie Ramazani,7,FW,Elche-Almería
2022-08-22 Elche-Almería,ESP-La Liga,2223,Almería,Lucas Robertone,5,AM,Elche-Almería
2022-08-22 Elche-Almería,ESP-La Liga,2223,Almería,Léo Baptistão,12,AM,Elche-Almería
2022-08-22 Elche-Almería,ESP-La Liga,2223,Almería,Rodrigo Ely,19,CB,Elche-Almería
2022-08-22 Elche-Almería,ESP-La Liga,2223,Almería,Samu Costa,23,CM,Elche-Almería
2022-08-22 Elche-Almería,ESP-La Liga,2223,Almería,Sergio Akieme,15,WB,Elche-Almería
2022-08-22 Elche-Almería,ESP-La Liga,2223,Almería,Srđan Babić,22,CB,Elche-Almería
2022-08-22 Elche-Almería,ESP-La Liga,2223,Almería,Umar Sadiq,9,FW,Elche-Almería
2022-08-22 Elche-Almería,ESP-La Liga,2223,Almería,Íñigo Eguaras,4,CM,Elche-Almería
2023-04-22 Almería-Athletic Club,ESP-La Liga,2223,Almería,Adri Embarba,10,"RW,LW",Almería-Athletic Club
2023-04-22 Almería-Athletic Club,ESP-La Liga,2223,Almería,Alejandro Pozo Pozo,17,RB,Almería-Athletic Club
2023-04-22 Almería-Athletic Club,ESP-La Liga,2223,Almería,Arnau Puigmal,18,RW,Almería-Athletic Club
2023-04-22 Almería-Athletic Club,ESP-La Liga,2223,Almería,Chumi,21,"RB,CB",Almería-Athletic Club
2023-04-22 Almería-Athletic Club,ESP-La Liga,2223,Almería,Dyego Sousa,11,FW,Almería-Athletic Club
2023-04-22 Almería-Athletic Club,ESP-La Liga,2223,Almería,Fernando,13,GK,Almería-Athletic Club
2023-04-22 Almería-Athletic Club,ESP-La Liga,2223,Almería,Francisco Portillo,8,AM,Almería-Athletic Club
2023-04-22 Almería-Athletic Club,ESP-La Liga,2223,Almería,Gonzalo Melero,3,AM,Almería-Athletic Club
2023-04-22 Almería-Athletic Club,ESP-La Liga,2223,Almería,Lucas Robertone,5,DM,Almería-Athletic Club
2023-04-22 Almería-Athletic Club,ESP-La Liga,2223,Almería,Luis Javier Suárez,16,FW,Almería-Athletic Club
2023-04-22 Almería-Athletic Club,ESP-La Liga,2223,Almería,Lázaro,14,"LW,RW",Almería-Athletic Club
2023-04-22 Almería-Athletic Club,ESP-La Liga,2223,Almería,Léo Baptistão,12,"LW,RW",Almería-Athletic Club
2022-10-23 Villarreal-Almería,ESP-La Liga,2223,Almería,Lázaro,14,"FW,CM",Villarreal-Almería
2022-10-23 Villarreal-Almería,ESP-La Liga,2223,Almería,Lucas Robertone,5,CM,Villarreal-Almería
2022-10-23 Villarreal-Almería,ESP-La Liga,2223,Almería,Largie Ramazani,7,FW,Villarreal-Almería
2022-10-23 Villarreal-Almería,ESP-La Liga,2223,Almería,Kaiky,2,CB,Villarreal-Almería
2023-04-26 Getafe-Almería,ESP-La Liga,2223,Almería,Chumi,21,"CB,RB",Getafe-Almería
2023-04-26 Getafe-Almería,ESP-La Liga,2223,Almería,César de la Hoz,6,"CM,CB",Getafe-Almería
2023-04-26 Getafe-Almería,ESP-La Liga,2223,Almería,Fernando,13,GK,Getafe-Almería
2023-04-26 Getafe-Almería,ESP-La Liga,2223,Almería,Francisco Portillo,8,"LW,CM",Getafe-Almería
2023-04-26 Getafe-Almería,ESP-La Liga,2223,Almería,Gonzalo Melero,3,RM,Getafe-Almería
2023-04-26 Getafe-Almería,ESP-La Liga,2223,Almería,Kaiky,2,"CB,RW",Getafe-Almería
2022-10-20 Almería-Girona,ESP-La Liga,2223,Almería,Srđan Babić,22,CB,Almería-Girona
2022-10-20 Almería-Girona,ESP-La Liga,2223,Almería,Sergio Akieme,15,LB,Almería-Girona
2022-10-20 Almería-Girona,ESP-La Liga,2223,Almería,Samu Costa,23,"DM,RW,CM",Almería-Girona
2022-10-20 Almería-Girona,ESP-La Liga,2223,Almería,Rodrigo Ely,19,CB,Almería-Girona
2022-10-20 Almería-Girona,ESP-La Liga,2223,Almería,Léo Baptistão,12,RW,Almería-Girona
2022-10-20 Almería-Girona,ESP-La Liga,2223,Almería,Lucas Robertone,5,AM,Almería-Girona
2022-10-20 Almería-Girona,ESP-La Liga,2223,Almería,Largie Ramazani,7,"RW,FW",Almería-Girona
2022-10-20 Almería-Girona,ESP-La Liga,2223,Almería,Houboulang Mendes,24,RB,Almería-Girona
2022-10-20 Almería-Girona,ESP-La Liga,2223,Almería,Gonzalo Melero,3,DM,Almería-Girona
2022-10-20 Almería-Girona,ESP-La Liga,2223,Almería,Francisco Portillo,8,LM,Almería-Girona
2022-10-20 Almería-Girona,ESP-La Liga,2223,Almería,Fernando,13,GK,Almería-Girona
2022-10-20 Almería-Girona,ESP-La Liga,2223,Almería,El Bilal Touré,9,FW,Almería-Girona
2022-10-20 Almería-Girona,ESP-La Liga,2223,Almería,César de la Hoz,6,"DM,CM",Almería-Girona
2022-10-20 Almería-Girona,ESP-La Liga,2223,Almería,Chumi,21,"CB,FW",Almería-Girona
2022-10-20 Almería-Girona,ESP-La Liga,2223,Almería,Alejandro Pozo Pozo,17,"RM,LW",Almería-Girona
2023-04-26 Getafe-Almería,ESP-La Liga,2223,Almería,Alejandro Pozo Pozo,17,RB,Getafe-Almería
2022-08-22 Elche-Almería,ESP-La Liga,2223,Almería,Kaiky,2,CB,Elche-Almería
2022-08-27 Almería-Sevilla,ESP-La Liga,2223,Almería,Íñigo Eguaras,4,CM,Almería-Sevilla
2022-08-27 Almería-Sevilla,ESP-La Liga,2223,Almería,Srđan Babić,22,CB,Almería-Sevilla
2022-10-23 Villarreal-Almería,ESP-La Liga,2223,Almería,Gonzalo Melero,3,CM,Villarreal-Almería
2022-10-23 Villarreal-Almería,ESP-La Liga,2223,Almería,Fernando Pacheco,1,GK,Villarreal-Almería
2022-10-23 Villarreal-Almería,ESP-La Liga,2223,Almería,El Bilal Touré,9,FW,Villarreal-Almería
2022-10-23 Villarreal-Almería,ESP-La Liga,2223,Almería,César de la Hoz,6,CM,Villarreal-Almería
2022-10-23 Villarreal-Almería,ESP-La Liga,2223,Almería,Chumi,21,CB,Villarreal-Almería
2022-10-23 Villarreal-Almería,ESP-La Liga,2223,Almería,Arnau Puigmal,18,CM,Villarreal-Almería
2022-10-23 Villarreal-Almería,ESP-La Liga,2223,Almería,Adri Embarba,10,"FW,CM",Villarreal-Almería
2023-04-26 Getafe-Almería,ESP-La Liga,2223,Almería,Adri Embarba,10,LW,Getafe-Almería
2022-08-27 Almería-Sevilla,ESP-La Liga,2223,Almería,Alejandro Pozo Pozo,17,WB,Almería-Sevilla
2022-08-27 Almería-Sevilla,ESP-La Liga,2223,Almería,Chumi,21,CB,Almería-Sevilla
2022-08-27 Almería-Sevilla,ESP-La Liga,2223,Almería,Curro,10,AM,Almería-Sevilla
2022-08-27 Almería-Sevilla,ESP-La Liga,2223,Almería,César de la Hoz,6,CM,Almería-Sevilla
2022-08-27 Almería-Sevilla,ESP-La Liga,2223,Almería,Fernando,13,GK,Almería-Sevilla
2022-08-27 Almería-Sevilla,ESP-La Liga,2223,Almería,Houboulang Mendes,24,WB,Almería-Sevilla
2022-08-27 Almería-Sevilla,ESP-La Liga,2223,Almería,Kaiky,2,CB,Almería-Sevilla
2022-08-27 Almería-Sevilla,ESP-La Liga,2223,Almería,Largie Ramazani,7,FW,Almería-Sevilla
2022-08-27 Almería-Sevilla,ESP-La Liga,2223,Almería,Lucas Robertone,5,AM,Almería-Sevilla
2022-08-27 Almería-Sevilla,ESP-La Liga,2223,Almería,Léo Baptistão,12,FW,Almería-Sevilla
2022-08-27 Almería-Sevilla,ESP-La Liga,2223,Almería,Rodrigo Ely,19,CB,Almería-Sevilla
2022-08-27 Almería-Sevilla,ESP-La Liga,2223,Almería,Samu Costa,23,CM,Almería-Sevilla
2022-08-27 Almería-Sevilla,ESP-La Liga,2223,Almería,Sergio Akieme,15,WB,Almería-Sevilla
2022-08-27 Almería-Sevilla,ESP-La Liga,2223,Almería,Umar Sadiq,9,FW,Almería-Sevilla
2022-08-22 Elche-Almería,ESP-La Liga,2223,Almería,Francisco Portillo,8,FW,Elche-Almería
2022-08-22 Elche-Almería,ESP-La Liga,2223,Almería,Fernando,13,GK,Elche-Almería
2022-08-22 Elche-Almería,ESP-La Liga,2223,Almería,Dyego Sousa,11,FW,Elche-Almería
2022-12-30 Cádiz-Almería,ESP-La Liga,2223,Almería,Dyego Sousa,11,FW,Cádiz-Almería
2022-12-30 Cádiz-Almería,ESP-La Liga,2223,Almería,César de la Hoz,6,DM,Cádiz-Almería
2022-12-30 Cádiz-Almería,ESP-La Liga,2223,Almería,Chumi,21,CB,Cádiz-Almería
2022-12-30 Cádiz-Almería,ESP-La Liga,2223,Almería,Arnau Puigmal,18,RM,Cádiz-Almería
2022-12-30 Cádiz-Almería,ESP-La Liga,2223,Almería,Alejandro Pozo Pozo,17,RB,Cádiz-Almería
2022-12-30 Cádiz-Almería,ESP-La Liga,2223,Almería,Adri Embarba,10,LM,Cádiz-Almería
2023-04-09 Almería-Valencia,ESP-La Liga,2223,Almería,Alejandro Pozo Pozo,17,RM,Almería-Valencia CF
2023-04-09 Almería-Valencia,ESP-La Liga,2223,Almería,Arnau Puigmal,18,RM,Almería-Valencia CF
2023-04-09 Almería-Valencia,ESP-La Liga,2223,Almería,Chumi,21,RB,Almería-Valencia CF
2023-04-09 Almería-Valencia,ESP-La Liga,2223,Almería,César de la Hoz,6,CM,Almería-Valencia CF
2023-04-09 Almería-Valencia,ESP-La Liga,2223,Almería,Fernando,13,GK,Almería-Valencia CF
2023-04-09 Almería-Valencia,ESP-La Liga,2223,Almería,Gonzalo Melero,3,CM,Almería-Valencia CF
2023-04-09 Almería-Valencia,ESP-La Liga,2223,Almería,Kaiky,2,FW,Almería-Valencia CF
2023-04-09 Almería-Valencia,ESP-La Liga,2223,Almería,Largie Ramazani,7,LM,Almería-Valencia CF
2023-04-09 Almería-Valencia,ESP-La Liga,2223,Almería,Lucas Robertone,5,"CM,LM",Almería-Valencia CF
2023-04-09 Almería-Valencia,ESP-La Liga,2223,Almería,Luis Javier Suárez,16,FW,Almería-Valencia CF
2023-04-09 Almería-Valencia,ESP-La Liga,2223,Almería,Léo Baptistão,12,"FW,LM",Almería-Valencia CF
2023-04-09 Almería-Valencia,ESP-La Liga,2223,Almería,Rodrigo Ely,19,CB,Almería-Valencia CF
2023-04-09 Almería-Valencia,ESP-La Liga,2223,Almería,Samu Costa,23,DM,Almería-Valencia CF
2023-04-09 Almería-Valencia,ESP-La Liga,2223,Almería,Srđan Babić,22,CB,Almería-Valencia CF
2023-04-09 Almería-Valencia,ESP-La Liga,2223,Almería,Álex Centelles,20,LB,Almería-Valencia CF
2022-12-30 Cádiz-Almería,ESP-La Liga,2223,Almería,El Bilal Touré,9,FW,Cádiz-Almería
2023-04-09 Almería-Valencia,ESP-La Liga,2223,Almería,Íñigo Eguaras,4,CM,Almería-Valencia CF
2022-12-30 Cádiz-Almería,ESP-La Liga,2223,Almería,Fernando,13,GK,Cádiz-Almería
2022-12-30 Cádiz-Almería,ESP-La Liga,2223,Almería,Largie Ramazani,7,LM,Cádiz-Almería
2023-04-02 Celta Vigo-Almería,ESP-La Liga,2223,Almería,Arnau Puigmal,18,RM,Celta de Vigo-Almería
2023-04-02 Celta Vigo-Almería,ESP-La Liga,2223,Almería,Chumi,21,RB,Celta de Vigo-Almería
2023-04-02 Celta Vigo-Almería,ESP-La Liga,2223,Almería,César de la Hoz,6,CM,Celta de Vigo-Almería
2023-04-02 Celta Vigo-Almería,ESP-La Liga,2223,Almería,Fernando,13,GK,Celta de Vigo-Almería
2023-04-02 Celta Vigo-Almería,ESP-La Liga,2223,Almería,Gonzalo Melero,3,CM,Celta de Vigo-Almería
2023-04-02 Celta Vigo-Almería,ESP-La Liga,2223,Almería,Kaiky,2,CM,Celta de Vigo-Almería
2023-04-02 Celta Vigo-Almería,ESP-La Liga,2223,Almería,Largie Ramazani,7,FW,Celta de Vigo-Almería
2023-04-02 Celta Vigo-Almería,ESP-La Liga,2223,Almería,Lucas Robertone,5,LM,Celta de Vigo-Almería
2023-04-02 Celta Vigo-Almería,ESP-La Liga,2223,Almería,Luis Javier Suárez,16,FW,Celta de Vigo-Almería
2023-04-02 Celta Vigo-Almería,ESP-La Liga,2223,Almería,Lázaro,14,FW,Celta de Vigo-Almería
2023-04-02 Celta Vigo-Almería,ESP-La Liga,2223,Almería,Léo Baptistão,12,FW,Celta de Vigo-Almería
2023-04-02 Celta Vigo-Almería,ESP-La Liga,2223,Almería,Rodrigo Ely,19,CB,Celta de Vigo-Almería
2023-04-02 Celta Vigo-Almería,ESP-La Liga,2223,Almería,Samu Costa,23,CM,Celta de Vigo-Almería
2023-04-02 Celta Vigo-Almería,ESP-La Liga,2223,Almería,Srđan Babić,22,CB,Celta de Vigo-Almería
2023-04-02 Celta Vigo-Almería,ESP-La Liga,2223,Almería,Álex Centelles,20,LB,Celta de Vigo-Almería
2022-12-30 Cádiz-Almería,ESP-La Liga,2223,Almería,Íñigo Eguaras,4,CM,Cádiz-Almería
2022-12-30 Cádiz-Almería,ESP-La Liga,2223,Almería,Srđan Babić,22,CB,Cádiz-Almería
2022-12-30 Cádiz-Almería,ESP-La Liga,2223,Almería,Sergio Akieme,15,LB,Cádiz-Almería
2022-12-30 Cádiz-Almería,ESP-La Liga,2223,Almería,Samu Costa,23,CM,Cádiz-Almería
2022-12-30 Cádiz-Almería,ESP-La Liga,2223,Almería,Léo Baptistão,12,RM,Cádiz-Almería
2022-12-30 Cádiz-Almería,ESP-La Liga,2223,Almería,Lucas Robertone,5,CM,Cádiz-Almería
2022-12-30 Cádiz-Almería,ESP-La Liga,2223,Almería,Gonzalo Melero,3,CM,Cádiz-Almería
2022-10-20 Almería-Girona,ESP-La Liga,2223,Almería,Adri Embarba,10,LW,Almería-Girona
2022-11-09 Almería-Getafe,ESP-La Liga,2223,Almería,Íñigo Eguaras,4,CM,Almería-Getafe
2022-11-09 Almería-Getafe,ESP-La Liga,2223,Almería,Sergio Akieme,15,LB,Almería-Getafe
2023-04-16 Atlético Madrid-Almería,ESP-La Liga,2223,Almería,Rodrigo Ely,19,CB,Atlético de Madrid-Almería
2023-04-16 Atlético Madrid-Almería,ESP-La Liga,2223,Almería,Samu Costa,23,CM,Atlético de Madrid-Almería
2023-04-16 Atlético Madrid-Almería,ESP-La Liga,2223,Almería,Srđan Babić,22,CB,Atlético de Madrid-Almería
2023-04-16 Atlético Madrid-Almería,ESP-La Liga,2223,Almería,Álex Centelles,20,"WB,LB",Atlético de Madrid-Almería
2022-11-05 Barcelona-Almería,ESP-La Liga,2223,Almería,Íñigo Eguaras,4,"CM,CB",Barcelona-Almería
2022-11-05 Barcelona-Almería,ESP-La Liga,2223,Almería,Srđan Babić,22,CB,Barcelona-Almería
2022-11-05 Barcelona-Almería,ESP-La Liga,2223,Almería,Sergio Akieme,15,LB,Barcelona-Almería
2022-11-05 Barcelona-Almería,ESP-La Liga,2223,Almería,Samu Costa,23,"CM,LM",Barcelona-Almería
2022-11-05 Barcelona-Almería,ESP-La Liga,2223,Almería,Rodrigo Ely,19,CB,Barcelona-Almería
2022-11-05 Barcelona-Almería,ESP-La Liga,2223,Almería,Léo Baptistão,12,FW,Barcelona-Almería
2022-11-05 Barcelona-Almería,ESP-La Liga,2223,Almería,Lucas Robertone,5,CM,Barcelona-Almería
2022-11-05 Barcelona-Almería,ESP-La Liga,2223,Almería,Kaiky,2,CB,Barcelona-Almería
2022-11-05 Barcelona-Almería,ESP-La Liga,2223,Almería,Houboulang Mendes,24,RB,Barcelona-Almería
2022-11-05 Barcelona-Almería,ESP-La Liga,2223,Almería,Gonzalo Melero,3,CM,Barcelona-Almería
2022-11-05 Barcelona-Almería,ESP-La Liga,2223,Almería,Francisco Portillo,8,CM,Barcelona-Almería
2022-11-05 Barcelona-Almería,ESP-La Liga,2223,Almería,Fernando,13,GK,Barcelona-Almería
2022-11-05 Barcelona-Almería,ESP-La Liga,2223,Almería,Dyego Sousa,11,FW,Barcelona-Almería
2022-11-05 Barcelona-Almería,ESP-La Liga,2223,Almería,Chumi,21,CB,Barcelona-Almería
2022-11-05 Barcelona-Almería,ESP-La Liga,2223,Almería,Arnau Puigmal,18,"RM,CM",Barcelona-Almería
2022-08-22 Elche-Almería,ESP-La Liga,2223,Almería,Arnau Puigmal,18,WB,Elche-Almería
2022-08-22 Elche-Almería,ESP-La Liga,2223,Almería,Chumi,21,WB,Elche-Almería
2023-04-16 Atlético Madrid-Almería,ESP-La Liga,2223,Almería,Léo Baptistão,12,AM,Atlético de Madrid-Almería
2022-11-09 Almería-Getafe,ESP-La Liga,2223,Almería,Srđan Babić,22,CB,Almería-Getafe
2023-04-16 Atlético Madrid-Almería,ESP-La Liga,2223,Almería,Luis Javier Suárez,16,FW,Atlético de Madrid-Almería
2023-04-16 Atlético Madrid-Almería,ESP-La Liga,2223,Almería,Largie Ramazani,7,"AM,FW",Atlético de Madrid-Almería
2022-11-09 Almería-Getafe,ESP-La Liga,2223,Almería,Samu Costa,23,CM,Almería-Getafe
2022-11-09 Almería-Getafe,ESP-La Liga,2223,Almería,Rodrigo Ely,19,CB,Almería-Getafe
2022-11-09 Almería-Getafe,ESP-La Liga,2223,Almería,Léo Baptistão,12,RM,Almería-Getafe
2022-11-09 Almería-Getafe,ESP-La Liga,2223,Almería,Lucas Robertone,5,CM,Almería-Getafe
2022-11-09 Almería-Getafe,ESP-La Liga,2223,Almería,Largie Ramazani,7,LM,Almería-Getafe
2022-11-09 Almería-Getafe,ESP-La Liga,2223,Almería,Gonzalo Melero,3,CM,Almería-Getafe
2022-11-09 Almería-Getafe,ESP-La Liga,2223,Almería,Francisco Portillo,8,RM,Almería-Getafe
2022-11-09 Almería-Getafe,ESP-La Liga,2223,Almería,Fernando,13,GK,Almería-Getafe
2022-11-09 Almería-Getafe,ESP-La Liga,2223,Almería,El Bilal Touré,9,FW,Almería-Getafe
2022-11-09 Almería-Getafe,ESP-La Liga,2223,Almería,Dyego Sousa,11,FW,Almería-Getafe
2022-11-09 Almería-Getafe,ESP-La Liga,2223,Almería,César de la Hoz,6,"DM,CB",Almería-Getafe
2022-11-09 Almería-Getafe,ESP-La Liga,2223,Almería,Alejandro Pozo Pozo,17,RB,Almería-Getafe
2022-11-09 Almería-Getafe,ESP-La Liga,2223,Almería,Adri Embarba,10,LM,Almería-Getafe
2023-04-16 Atlético Madrid-Almería,ESP-La Liga,2223,Almería,Adri Embarba,10,LM,Atlético de Madrid-Almería
2023-04-16 Atlético Madrid-Almería,ESP-La Liga,2223,Almería,Arnau Puigmal,18,"WB,RB",Atlético de Madrid-Almería
2023-04-16 Atlético Madrid-Almería,ESP-La Liga,2223,Almería,César de la Hoz,6,"CM,RM",Atlético de Madrid-Almería
2023-04-16 Atlético Madrid-Almería,ESP-La Liga,2223,Almería,Fernando,13,GK,Atlético de Madrid-Almería
2023-04-16 Atlético Madrid-Almería,ESP-La Liga,2223,Almería,Francisco Portillo,8,"AM,CM",Atlético de Madrid-Almería
2023-04-16 Atlético Madrid-Almería,ESP-La Liga,2223,Almería,Gonzalo Melero,3,AM,Atlético de Madrid-Almería
2023-04-16 Atlético Madrid-Almería,ESP-La Liga,2223,Almería,Houboulang Mendes,24,WB,Atlético de Madrid-Almería
2023-04-16 Atlético Madrid-Almería,ESP-La Liga,2223,Almería,Kaiky,2,CB,Atlético de Madrid-Almería
2023-04-16 Atlético Madrid-Almería,ESP-La Liga,2223,Almería,Lucas Robertone,5,CM,Atlético de Madrid-Almería
2023-04-02 Celta Vigo-Almería,ESP-La Liga,2223,Almería,Alejandro Pozo Pozo,17,RM,Celta de Vigo-Almería
2023-04-26 Getafe-Almería,ESP-La Liga,2223,Almería,Largie Ramazani,7,"FW,RB",Getafe-Almería
2023-04-26 Getafe-Almería,ESP-La Liga,2223,Almería,Luis Javier Suárez,16,FW,Getafe-Almería
2022-09-17 Mallorca-Almería,ESP-La Liga,2223,Almería,Fernando,13,GK,Mallorca-Almería
2022-09-17 Mallorca-Almería,ESP-La Liga,2223,Almería,El Bilal Touré,9,FW,Mallorca-Almería
2022-09-17 Mallorca-Almería,ESP-La Liga,2223,Almería,Dyego Sousa,11,FW,Mallorca-Almería
2022-09-17 Mallorca-Almería,ESP-La Liga,2223,Almería,Chumi,21,CB,Mallorca-Almería
2022-09-17 Mallorca-Almería,ESP-La Liga,2223,Almería,Arnau Puigmal,18,RB,Mallorca-Almería
2022-09-17 Mallorca-Almería,ESP-La Liga,2223,Almería,Alejandro Pozo Pozo,17,RB,Mallorca-Almería
2022-09-17 Mallorca-Almería,ESP-La Liga,2223,Almería,Adri Embarba,10,CB,Mallorca-Almería
2023-05-20 Almería-Mallorca,ESP-La Liga,2223,Almería,Adri Embarba,10,LW,Almería-Mallorca
2023-05-20 Almería-Mallorca,ESP-La Liga,2223,Almería,Alejandro Pozo Pozo,17,RB,Almería-Mallorca
2022-09-17 Mallorca-Almería,ESP-La Liga,2223,Almería,Francisco Portillo,8,CM,Mallorca-Almería
2023-05-20 Almería-Mallorca,ESP-La Liga,2223,Almería,Arnau Puigmal,18,LW,Almería-Mallorca
2023-05-20 Almería-Mallorca,ESP-La Liga,2223,Almería,Dyego Sousa,11,FW,Almería-Mallorca
2023-05-20 Almería-Mallorca,ESP-La Liga,2223,Almería,Fernando,13,GK,Almería-Mallorca
2023-05-20 Almería-Mallorca,ESP-La Liga,2223,Almería,Francisco Portillo,8,RW,Almería-Mallorca
2023-05-20 Almería-Mallorca,ESP-La Liga,2223,Almería,Gonzalo Melero,3,LM,Almería-Mallorca
2023-05-20 Almería-Mallorca,ESP-La Liga,2223,Almería,Lucas Robertone,5,RM,Almería-Mallorca
2023-05-20 Almería-Mallorca,ESP-La Liga,2223,Almería,Luis Javier Suárez,16,FW,Almería-Mallorca
2023-05-20 Almería-Mallorca,ESP-La Liga,2223,Almería,Lázaro,14,RW,Almería-Mallorca
2023-05-20 Almería-Mallorca,ESP-La Liga,2223,Almería,Rodrigo Ely,19,CB,Almería-Mallorca
2023-05-20 Almería-Mallorca,ESP-La Liga,2223,Almería,Samu Costa,23,CM,Almería-Mallorca
2023-05-20 Almería-Mallorca,ESP-La Liga,2223,Almería,César de la Hoz,6,LM,Almería-Mallorca
2022-09-17 Mallorca-Almería,ESP-La Liga,2223,Almería,Gonzalo Melero,3,CM,Mallorca-Almería
2022-09-17 Mallorca-Almería,ESP-La Liga,2223,Almería,Largie Ramazani,7,FW,Mallorca-Almería
2022-09-17 Mallorca-Almería,ESP-La Liga,2223,Almería,Lucas Robertone,5,CM,Mallorca-Almería
2022-09-30 Athletic Club-Almería,ESP-La Liga,2223,Almería,Íñigo Eguaras,4,LM,Athletic Club-Almería
2022-09-30 Athletic Club-Almería,ESP-La Liga,2223,Almería,Srđan Babić,22,CB,Athletic Club-Almería
2022-09-30 Athletic Club-Almería,ESP-La Liga,2223,Almería,Sergio Akieme,15,LB,Athletic Club-Almería
2022-09-30 Athletic Club-Almería,ESP-La Liga,2223,Almería,Samu Costa,23,CM,Athletic Club-Almería
2022-09-30 Athletic Club-Almería,ESP-La Liga,2223,Almería,Rodrigo Ely,19,CB,Athletic Club-Almería
2022-09-30 Athletic Club-Almería,ESP-La Liga,2223,Almería,Léo Baptistão,12,"RM,CM",Athletic Club-Almería
2022-09-30 Athletic Club-Almería,ESP-La Liga,2223,Almería,Lázaro,14,FW,Athletic Club-Almería
2022-09-30 Athletic Club-Almería,ESP-La Liga,2223,Almería,Lucas Robertone,5,CM,Athletic Club-Almería
2022-09-30 Athletic Club-Almería,ESP-La Liga,2223,Almería,Largie Ramazani,7,FW,Athletic Club-Almería
2022-09-30 Athletic Club-Almería,ESP-La Liga,2223,Almería,Kaiky,2,CB,Athletic Club-Almería
2022-09-30 Athletic Club-Almería,ESP-La Liga,2223,Almería,Houboulang Mendes,24,RB,Athletic Club-Almería
2022-09-30 Athletic Club-Almería,ESP-La Liga,2223,Almería,Francisco Portillo,8,CM,Athletic Club-Almería
2022-09-30 Athletic Club-Almería,ESP-La Liga,2223,Almería,Fernando,13,GK,Athletic Club-Almería
2022-09-30 Athletic Club-Almería,ESP-La Liga,2223,Almería,Dyego Sousa,11,FW,Athletic Club-Almería
2022-09-30 Athletic Club-Almería,ESP-La Liga,2223,Almería,Arnau Puigmal,18,CM,Athletic Club-Almería
2022-09-30 Athletic Club-Almería,ESP-La Liga,2223,Almería,Adri Embarba,10,"LM,FW",Athletic Club-Almería
2022-09-17 Mallorca-Almería,ESP-La Liga,2223,Almería,Srđan Babić,22,CB,Mallorca-Almería
